"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","comprehension_boxes","comprehension_your_boxes","comprehension_winning_boxes","comprehension_fc","comprehension_lc","comprehension_ps","comprehension_cc","pre1","pre2","pre3","pre_fc","pre_lc","pre_ps","pre_cc","c_selection1","c_selection2","c_selection3","post1","post2","post3","post_fc","post_lc","post_ps","post_cc","likelihood","confidence1","confidence2","why","why_fc","why_lc","why_ps","why_cc","age","gender","education","winning_box","outcome","order","pre","choice","choice_text","box","box_image","box_text","p_selected","winning_box_text","IPAddress_coded","workerId_coded","excluded","excluded_reason","p_highest","p_lowest","p_second_highest","uniform","choice_tertiary"
"2019-09-25 11:45:22","2019-09-25 11:49:07","0","100","225","1","2019-09-25 11:49:07","R_1IataKDgbtz1NJQ","","","","","anonymous","EN","3","1","1","2.762","6.026","9.199","3",NA,NA,NA,"","","","","","","",30,35,35,"15.606","22.478","27.211","3","5","5","5","35% is the closest denominator to an even amount without using a calculator.","1.701","16.706","64.345","21","36","0","2","1","$0.00","231",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",35,"Left",420,311,0,"NA",35,30,35,0,2
"2019-09-25 11:05:26","2019-09-25 11:07:58","0","100","151","1","2019-09-25 11:07:58","R_1OIYP9HX5maXxWW","","","","","anonymous","EN","3","1","1","2.113","6.274","7.199","3",NA,NA,NA,"","","","","Off","On","Off",33,33,34,"2.602","12.202","14.906","4","7","4","6","There's a 1 in 3 chance of it being the winning box","3.324","22.292","26.228","5","24","0","4","1","$0.00","312",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Left",396,312,0,"NA",34,33,33,1,1
"2019-09-25 11:00:03","2019-09-25 11:02:59","0","100","176","1","2019-09-25 11:03:00","R_1eR91z7mgAiURYk","","","","","anonymous","EN","3","1","1","4.287","11.391","12.495","3",NA,NA,NA,"","","","","Off","On","Off",33,34,33,"8.014","16.614","19.606","4","3","3","3","Instructions indicated equal chance so I divided 100% by 3 and rounded up for my choice just because.","6.508","6.508","40.123","1","53","0","4","3","$0.00","321",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Right",354,313,0,"NA",34,33,33,1,1
"2019-09-25 11:06:05","2019-09-25 11:08:31","0","100","145","1","2019-09-25 11:08:31","R_e5t5j9GBxr86INz","","","","","anonymous","EN","3","1","1","1.581","8.567","9.44","7",NA,NA,NA,"","","","","Off","On","Off",33,34,33,"2.963","10.266","11.451","5","3","3","3","I actually think it has a 33% chance, but had to equal 100, it's simply based on percentages.","0.603","3.248","28.355","3","30","0","3","3","$0.00","231",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Right",27,314,0,"NA",34,33,33,1,1
"2019-09-25 11:00:31","2019-09-25 11:02:13","0","100","102","1","2019-09-25 11:02:13","R_1QFKuwcIwzidmZQ","","","","","anonymous","EN","3","1","1","1.879","4.422","5.399","3",33.3,33.4,33.3,"2.312","16.768","19.918","6","Off","On","Off",NA,NA,NA,"","","","","3","3","3","All three have a likely chance. We have no clues so I went with a third each. ","2.194","2.194","26.103","1","41","0","2","2","$1.00","312",1,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.4,"Middle",61,315,0,"NA",33.4,33.3,33.3,1,0
"2019-09-25 10:59:53","2019-09-25 11:01:35","0","100","101","1","2019-09-25 11:01:36","R_XSepkWw3yAwDlnP","","","","","anonymous","EN","3","1","1","2.003","4.435","5.783","3",NA,NA,NA,"","","","","","","",33,33,34,"3.779","3.95","15.451","2","2","2","3","Because there are three boxes and they each have an equal chance.","0.519","7.185","19.946","2","36","1","2","2","$0.00","321",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",33,"Middle",530,316,0,"NA",34,33,33,1,2
"2019-09-25 12:11:51","2019-09-25 12:16:04","0","100","252","1","2019-09-25 12:16:04","R_2h2SmqnsxOC9o3L","","","","","anonymous","EN","3","1","1","2.905","4.962","6.3","3",NA,NA,NA,"","","","","","","",33.33,33.33,33.34,"12.46","102.469","102.795","35","3","5","3","It was a simple calculation of probability.","4.897","4.897","19.941","1","33","1","3","2","$1.00","231",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.33,"Middle",456,317,0,"NA",33.34,33.33,33.33,1,2
"2019-09-25 11:41:01","2019-09-25 11:47:26","0","100","385","1","2019-09-25 11:47:27","R_qQJgPRZU6iHGJxf","","","","","anonymous","EN","3","1","1","2.323","3.993","4.603","3",33.33,33.33,33.34,"14.124","184.94","199.219","20","Off","On","Off",NA,NA,NA,"","","","","3","3","3","There are three boxes, and anyone of them could win, so there is a 1 in 3 chance that any given box will be the winning box. 1 in 3 is 33.33.","1.17","1.17","55.587","1","26","2","4","1","$0.00","132",1,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.33,"Left",384,318,0,"NA",33.34,33.33,33.33,1,0
"2019-09-25 12:10:55","2019-09-25 12:28:09","0","100","1034","1","2019-09-25 12:28:10","R_2X6xBf1T1j5xPIr","","","","","anonymous","EN","3","1","1","2.575","7.238","15.977","3",NA,NA,NA,"","","","","","","",33.34,33.33,33.33,"187.638","721.187","726.196","39","3","3","3","There are three boxes so one out of three is approximately 33.333 percent.  Or I might be wrong and seeing they all have an equal chance it could be 50%.","4.188","107.523","132.972","6","49","1","4","1","$0.00","123",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.33,"Left",235,319,0,"NA",33.34,33.33,33.33,1,2
"2019-09-25 12:19:07","2019-09-25 12:21:45","0","100","158","1","2019-09-25 12:21:46","R_RkpLGZVhPAIRvRT","","","","","anonymous","EN","3","1","1","2.079","5.556","7.491","3",NA,NA,NA,"","","","","","","",25,50,25,"13.731","19.614","22.411","3","3","3","3","Because I always choose the right box...It seems to win more.","4.062","4.062","28.392","1","50","1","4","2","$0.00","132",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",25,"Middle",326,320,0,"NA",50,25,25,0,2
"2019-09-25 11:14:21","2019-09-25 11:21:08","0","100","407","1","2019-09-25 11:21:09","R_1j8MJ0LU1latpB1","","","","","anonymous","EN","3","1","1","1.81","5.17","5.807","3",NA,NA,NA,"","","","","","","",30,35,35,"2.522","80.36","81.126","54","4","6","4","The boxes would normally have the same odds as each other, but I remember hearing of a probability theory that if given the option to change your choice, your odds improve if you do.","1.716","44.26","45.738","4","30","0","3","2","$0.00","123",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",30,"Middle",140,321,0,"NA",35,30,35,0,2
"2019-09-25 11:57:56","2019-09-25 12:01:01","0","100","184","1","2019-09-25 12:01:01","R_1r6cqKXSl8IgsEr","","","","","anonymous","EN","3","1","1","1.886","5.023","5.797","3",33.3,33.4,33.3,"6.083","39.551","43.254","10","","","",NA,NA,NA,"","","","","5","5","5","I feel that all boxes have the same chance of being the winning box, but I had to add an extra .1% so that the totals would equal 100%","2.501","2.501","46.211","1","31","1","4","1","$0.00","321",1,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.4,"Left",103,322,0,"NA",33.4,33.3,33.3,1,0
"2019-09-25 12:06:16","2019-09-25 12:07:38","0","100","82","1","2019-09-25 12:07:38","R_3fwxGn7WV5zXpOh","","","","","anonymous","EN","3","1","1","1.801","3.937","5.217","3",NA,NA,NA,"","","","","","","",0,100,0,"4.592","4.592","7.071","1","10","10","10","I just have faith","1.25","1.25","6.449","1","42","0","5","2","$1.00","123",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",100,"Middle",324,323,0,"NA",100,0,0,0,2
"2019-09-25 11:14:57","2019-09-25 11:18:10","0","100","193","1","2019-09-25 11:18:10","R_bC9WnQC0qEukpSF","","","","","anonymous","EN","3","1","3","2.47","5.635","7.582","3",NA,NA,NA,"","","","","","","",0,100,0,"2.777","13.048","16.798","3","10","10","10","Because I feel as if will be","2.889","6.661","15.146","3","43","1","4","2","$1.00","213",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",100,"Middle",152,324,0,"NA",100,0,0,0,2
"2019-09-25 11:15:44","2019-09-25 11:20:03","0","100","258","1","2019-09-25 11:20:03","R_1Kr1RiFx1pJ0c2z","","","","","anonymous","EN","3","1","1","3.208","9.336","10.294","3",33.3,33.3,33.4,"12.78","29.931","42.063","7","","","",NA,NA,NA,"","","","","8","9","8","Just guessing that the last box was lucky for me.","4.671","4.671","47.303","1","59","1","4","1","$0.00","321",1,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.4,"Left",557,325,0,"NA",33.4,33.3,33.3,1,0
"2019-09-25 11:01:34","2019-09-25 11:03:37","0","100","122","1","2019-09-25 11:03:37","R_rdq3lvqRJy2z4QN","","","","","anonymous","EN","3","1","1","2.748","6.191","7.083","3",NA,NA,NA,"","","","","Off","On","Off",33,34,33,"4.736","12.657","15.094","3","5","5","5","because the probability is a third ","3.743","3.743","17.828","1","45","1","2","2","$1.00","123",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Middle",539,326,0,"NA",34,33,33,1,1
"2019-09-25 11:06:32","2019-09-25 11:10:20","0","100","227","1","2019-09-25 11:10:20","R_3CKtWRf16DmKzuS","","","","","anonymous","EN","3","1","1","2.399","6.596","7.563","5",NA,NA,NA,"","","","","Off","On","Off",33,34,33,"2.533","32.308","35.068","11","5","5","6","I believe all the boxes have about a 1/3 or 33% chance in being chosen. I am not sure how chance will favor my box, but I gave it an extra 1% belief in it over the other 2 boxes since this is the one I chose.","3.03","52.865","53.762","3","26","1","4","3","$0.00","231",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Right",259,327,0,"NA",34,33,33,1,1
"2019-09-25 11:50:47","2019-09-25 11:54:58","0","100","251","1","2019-09-25 11:54:59","R_p60IZ12dJSKR5xn","","","","","anonymous","EN","3","1","1","3.166","8.949","11.357","3",NA,NA,NA,"","","","","Off","On","Off",33.33,33.33,33.34,"7.025","47.529","48.945","9","3","10","7","At the beginning of the survey it said that all boxes had an equal chance of being selected, so dividing it by 3 would give it a 33.33% chance of being selected as the winning box.","4.054","4.054","48.573","1","34","1","3","2","$1.00","132",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.33,"Middle",347,328,0,"NA",33.34,33.33,33.33,1,1
"2019-09-25 11:04:15","2019-09-25 11:06:55","0","100","159","1","2019-09-25 11:06:55","R_3sctD3Jml7y6hsJ","","","","","anonymous","EN","3","1","1","3.679","6.722","7.352","3",33,33,34,"11.129","17.176","19.66","3","","","",NA,NA,NA,"","","","","3","3","3","I believe that all in all, the only factors that matter are the amount of boxes, and the amount of winning boxes which is 1/3","12.89","12.89","40.876","1","24","0","4","1","$0.00","321",1,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Left",23,329,0,"NA",34,33,33,1,0
"2019-09-25 11:25:51","2019-09-25 11:27:11","0","100","80","1","2019-09-25 11:27:11","R_1IWA40Lb7bAsKFf","","","","","anonymous","EN","3","1","1","1.724","5.372","6.774","3",25,50,25,"1.186","1.378","11.781","2","","","",NA,NA,NA,"","","","","4","4","4","The middle seems mroe likely in my mind","0","0","9.737","0","28","0","2","1","$1.00","132",1,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",25,"Left",365,330,0,"NA",50,25,25,0,0
"2019-09-25 11:26:43","2019-09-25 11:29:44","0","100","180","1","2019-09-25 11:29:44","R_2y1p8nQnfmUbZfP","","","","","anonymous","EN","3","1","1","3.667","8.641","9.712","3",NA,NA,NA,"","","","","","","",33.3,33.3,33.4,"11.702","19.324","26.159","3","4","4","2","100 divided by 3 is approximately 33.3","5.84","5.84","24.366","1","47","0","4","2","$0.00","123",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",33.3,"Middle",242,331,0,"NA",33.4,33.3,33.3,1,2
"2019-09-25 12:10:24","2019-09-25 12:11:58","0","100","94","1","2019-09-25 12:11:58","R_2rAxpsRkwsY6WWy","","","","","anonymous","EN","3","1","1","1.496","4.328","4.569","4",NA,NA,NA,"","","","","","","",34,33,33,"0.59","12.617","14.826","6","5","5","5","odds?","0.639","2.095","4.525","2","32","0","2","1","$0.00","123",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Left",541,332,0,"NA",34,33,33,1,2
"2019-09-25 11:36:15","2019-09-25 11:43:56","0","100","461","1","2019-09-25 11:43:57","R_3ixUzAK3Zjb8Cao","","","","","anonymous","EN","3","1","1","2.238","4.432","5.311","3",33,34,33,"4.964","12.576","15.261","4","","","",NA,NA,NA,"","","","","8","10","8","idk, i just liked the middle box so i chose it to have the highest chance. no real reason beyond that.","1.226","1.226","27.524","1","26","0","2","3","$0.00","312",1,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Right",543,333,0,"NA",34,33,33,1,0
"2019-09-25 12:08:23","2019-09-25 12:11:32","0","100","189","1","2019-09-25 12:11:33","R_2f81zFq1UDxr0Wp","","","","","anonymous","EN","3","1","1","2.642","6.135","7.534","3",33.34,33.33,33.33,"15.127","44.695","48.73","8","","","",NA,NA,NA,"","","","","3","10","3","That's how the math works out. ","3.502","3.502","13.69","1","47","0","4","1","$1.00","321",1,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",33.34,"Left",497,334,0,"NA",33.34,33.33,33.33,1,0
"2019-09-25 11:28:38","2019-09-25 11:31:34","0","100","176","1","2019-09-25 11:31:35","R_1Igj7pcnQYpBv1t","","","","","anonymous","EN","3","1","1","3.234","8.017","10.121","3",NA,NA,NA,"","","","","On","Off","Off",10,40,50,"8.903","17.044","19.714","3","1","5","1","I feel since I chose this box it has a very small chance of being chosen. ","7.658","7.658","34.359","1","45","1","3","2","$0.00","123",0,1,"You have selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",10,"Middle",153,335,0,"NA",50,10,40,0,1
"2019-09-25 11:18:49","2019-09-25 11:21:30","0","100","161","1","2019-09-25 11:21:31","R_3HTzDq4hxzvE0rN","","","","","anonymous","EN","3","1","1","1.248","3.694","5.081","3",NA,NA,NA,"","","","","Off","On","Off",33,34,33,"3.224","33.767","35.839","12","3","4","5","It is a 1/3 chance of picking winning box. I rounded up to 34","2.48","2.48","22.739","1","31","0","5","2","$1.00","312",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Middle",155,336,0,"NA",34,33,33,1,1
"2019-09-25 11:20:42","2019-09-25 11:22:58","0","100","135","1","2019-09-25 11:22:59","R_1mOyc0WQTmqG2vi","","","","","anonymous","EN","3","1","1","2.024","5.101","6.186","4",NA,NA,NA,"","","","","Off","On","Off",33.3,33.4,33.3,"8.512","21.554","22.052","5","7","7","7","Because I chose it. ","2.312","2.312","7.222","1","30","1","4","2","$1.00","213",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.4,"Middle",154,337,0,"NA",33.4,33.3,33.3,1,1
"2019-09-25 11:37:11","2019-09-25 11:42:25","0","100","314","1","2019-09-25 11:42:25","R_OcIbQ7n5VRjbvwJ","","","","","anonymous","EN","3","1","1","3.749","8.316","11.045","3",NA,NA,NA,"","","","","Off","Off","On",34,33,33,"11.856","30.192","35.771","4","4","3","4","one hundred divided by three is thirty three percent and change","7.147","7.147","115.515","1","47","0","2","3","$1.00","132",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33,"Right",332,338,0,"NA",34,33,33,1,1
"2019-09-25 11:06:41","2019-09-25 11:12:19","0","100","338","1","2019-09-25 11:12:19","R_eR39ab9phGoQoM1","","","","","anonymous","EN","3","1","1","3.065","9.964","10.471","4",NA,NA,NA,"","","","","","","",35,35,30,"64.416","100.516","101.246","13","4","10","0","50/50 chance spread.","2.403","11.675","22.878","3","31","0","2","2","$0.00","132",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",30,"Middle",116,339,0,"NA",35,30,35,0,2
"2019-09-25 11:48:33","2019-09-25 11:51:33","0","100","180","1","2019-09-25 11:51:34","R_9HOsjLFaEBR4m1X","","","","","anonymous","EN","3","1","1","2.924","6.931","7.843","4",NA,NA,NA,"","","","","","","",33.33,33.33,33.34,"5.051","37.667","45.864","8","3","5","4","because each box has an equal chance of being selected","5.6","5.6","21.017","1","27","0","2","1","$0.00","231",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.34,"Left",138,340,0,"NA",33.34,33.33,33.33,1,2
"2019-09-25 12:02:38","2019-09-25 12:05:09","0","100","151","1","2019-09-25 12:05:10","R_1OE5ZWMv7zxS4F9","","","","","anonymous","EN","3","1","1","2.725","5.212","6.376","3",34,33,33,"6.56","6.56","12.101","1","Off","Off","On",NA,NA,NA,"","","","","3","3","3","One of three boxes will be selected. This translates to a 33% chance.","3.349","3.349","30.9","1","34","0","4","3","$1.00","312",1,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33,"Right",40,341,0,"NA",34,33,33,1,0
"2019-09-25 12:08:54","2019-09-25 12:11:49","0","100","175","1","2019-09-25 12:11:50","R_2XpxuUsvmAVwJxi","","","","","anonymous","EN","3","1","1","2.348","6.165","7.002","3",NA,NA,NA,"","","","","","","",33,33,34,"9.319","14.521","19.95","3","8","5","3","I think all the boxes have an equal chance","6.044","6.044","18.083","1","30","1","5","1","$1.00","231",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",33,"Left",544,342,0,"NA",34,33,33,1,2
"2019-09-25 11:19:27","2019-09-25 11:21:02","0","100","94","1","2019-09-25 11:21:02","R_De09xiKOibfRZsZ","","","","","anonymous","EN","3","1","1","2.039","4.167","4.92","3",NA,NA,NA,"","","","","Off","Off","On",33,33,34,"2.105","10.032","12.722","4","4","4","4","intuition","2.69","2.69","8.41","1","29","0","5","3","$1.00","132",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Right",79,343,0,"NA",34,33,33,1,1
"2019-09-25 11:40:52","2019-09-25 11:43:40","0","100","168","1","2019-09-25 11:43:40","R_2xKajpHgcAuXwjx","","","","","anonymous","EN","3","1","1","1.655","6.272","9.48","3",NA,NA,NA,"","","","","Off","Off","On",33,33,34,"3.078","35.3","36.225","14","4","4","4","I think they all 3 have an equal chance, but it wouldn't let me put 33.33%","2.061","2.061","19.565","1","26","1","5","3","$1.00","231",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Right",75,344,0,"NA",34,33,33,1,1
"2019-09-25 11:36:58","2019-09-25 11:39:01","0","100","122","1","2019-09-25 11:39:02","R_1LLKOECYApdsxXS","","","","","anonymous","EN","3","1","1","2.324","4.405","5.1","3",NA,NA,NA,"","","","","Off","Off","On",33.3,33.4,33.3,"5.25","19.232","19.962","9","3","3","3","It has a 1/3 chance of being selected, if I remember simple probability correctly.","2.49","2.49","22.669","1","32","0","5","2","$0.00","123",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.3,"Middle",443,345,0,"NA",33.4,33.3,33.3,1,1
"2019-09-25 11:20:18","2019-09-25 11:25:08","0","100","290","1","2019-09-25 11:25:08","R_tFkUO3M1fWlFPr3","","","","","anonymous","EN","3","1","1","2.628","7.018","7.812","3",NA,NA,NA,"","","","","","","",33.4,33.3,33.3,"10.681","30.391","36.772","5","4","6","5","There are 3 options so 1 out of 3 odds.","11.724","11.724","43.84","1","42","1","2","2","$1.00","123",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.3,"Middle",341,346,0,"NA",33.4,33.3,33.3,1,2
"2019-09-25 11:53:12","2019-09-25 11:56:16","0","100","183","1","2019-09-25 11:56:16","R_TngQznRPYGDp6dX","","","","","anonymous","EN","3","1","1","2.286","5.325","6.587","3",33,34,33,"5.979","17.248","21.744","7","Off","On","Off",NA,NA,NA,"","","","","2","3","0","I originally said 33 percent but upped it to 34 when it made me have the boxes equal 100.  All boxes have an equal chance of being the one.","2.621","2.621","46.04","1","41","1","2","2","$1.00","213",1,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Middle",488,347,0,"NA",34,33,33,1,0
"2019-09-25 11:02:30","2019-09-25 11:05:00","0","100","150","1","2019-09-25 11:05:00","R_3hF5LxeEnOziqXz","","","","","anonymous","EN","3","1","1","2.022","4.062","5.375","3",NA,NA,NA,"","","","","Off","Off","On",33,33,34,"2.626","16.314","22.301","4","5","5","5","I think they all have an equal chance, but I couldn't put in 33.333333 etc. % as it wouldn't total 100. I don't see why any one box would have a higher chance than another. I would need more information to revise that.","1","1","52.386","1","38","1","5","1","$0.00","132",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Left",257,348,0,"NA",34,33,33,1,1
"2019-09-25 11:04:05","2019-09-25 11:06:18","0","100","133","1","2019-09-25 11:06:18","R_1kMpzmkIU3VQnuU","","","","","anonymous","EN","3","1","1","1.879","4.926","5.824","3",NA,NA,NA,"","","","","Off","Off","On",33.3,33.4,33.3,"2.903","30.569","33.004","7","3","3","3","Because it has a one in three chance. ","2.693","2.693","17.322","1","38","0","3","2","$0.00","312",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.3,"Middle",578,349,0,"NA",33.4,33.3,33.3,1,1
"2019-09-25 11:05:01","2019-09-25 11:19:22","0","100","861","1","2019-09-25 11:19:22","R_3mzjEDAYlgbMWNH","","","","","anonymous","EN","3","0","0","2.958","57.304","64.727","4",NA,NA,NA,"","","","","Off","Off","On",33,33,34,"10.743","16.83","18.855","2","7","7","5","I make an equitable distribution of the probabilities but I allocate the extra 1% to my box for no objective reason, only good luck.","5.081","55.966","57.066","2","34","0","3","1","$0.00","132",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Left",300,350,0,"NA",34,33,33,1,1
"2019-09-25 12:17:23","2019-09-25 12:21:07","0","100","223","1","2019-09-25 12:21:07","R_3O992JCSsGd519W","","","","","anonymous","EN","3","1","1","2.692","5.023","5.727","3",NA,NA,NA,"","","","","","","",33,33,34,"21.259","49.64","50.882","18","3","3","3","Because there is a 33. something percent chance it is that box.","6.108","53.963","54.887","6","28","0","4","3","$1.00","123",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Right",47,351,0,"NA",34,33,33,1,2
"2019-09-25 11:23:35","2019-09-25 11:25:35","0","100","120","1","2019-09-25 11:25:36","R_2qwTM3bzLIzm2qL","","","","","anonymous","EN","3","1","1","2.586","6.208","6.952","3",NA,NA,NA,"","","","","","","",30,40,30,"4.131","28.613","30.986","4","5","5","5","Just a guess","3.458","3.458","9.422","1","32","1","4","3","$0.00","132",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",40,"Right",238,352,0,"NA",40,30,30,0,2
"2019-09-25 11:56:36","2019-09-25 11:59:53","0","100","196","1","2019-09-25 11:59:54","R_2XdjGLQZVJQf699","","","","","anonymous","EN","3","1","1","3.361","6.275","11.151","3",NA,NA,NA,"","","","","Off","Off","On",33.3,33.3,33.4,"1.689","23.352","30.48","4","10","10","10","1 in 3 chance.","6.556","6.556","19.852","1","30","0","2","2","$0.00","231",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.4,"Middle",571,353,0,"NA",33.4,33.3,33.3,1,1
"2019-09-25 12:01:52","2019-09-25 12:04:38","0","100","166","1","2019-09-25 12:04:39","R_3EGACoyQNN8vW0i","","","","","anonymous","EN","3","1","1","2.794","6.056","7.223","3",NA,NA,NA,"","","","","Off","Off","On",33,33,34,"9.494","23.194","26.769","3","3","3","3","It could be any of the boxes. There are three, so the changes are 1/3 ","3.597","3.597","28.984","1","34","1","2","1","$0.00","213",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Left",321,354,0,"NA",34,33,33,1,1
